artist,song,lyrics,input_text
Michael Jackson,Rock With You, Girl  close your eyesLet that rhythm get into youDon't try to fight itThere ain't nothin' that you can doRelax your mindLay back and groove with mine  You gotta feel that heatAnd we can ride the boogieShare that beat of love I wanna rock with you (All night)Dance you into day (Sunlight)I wanna rock with you (All night)We're gonna rock the night away (Rock  right)  Out on the floorThere ain't nobody there but usGirl  when you danceThere's a magic that must be loveJust take it slow'Cause we got so far to go,Rock With You  Girl  close your eyesLet that rhythm get into youDon't try to fight itThere ain't nothin' that you can doRelax your mindLay back and groove with mine  You gotta feel that heatAnd we can ride the boogieShare that beat of love I wanna rock with you (All night)Dance you into day (Sunlight)I wanna rock with you (All night)We're gonna rock the night away (Rock  right)  Out on the floorThere ain't nobody there but usGirl  when you danceThere's a magic that must be loveJust take it slow'Cause we got so far to go
Michael Jackson,Don't Stop ˜Til You Get Enough, Spoken  You know  I was I was wondering you know if you could keep on because the forceIt's got a lot of power and it make me feel like ah It make me feel like ooh! Lovely is the feelin' nowFever  temperature's risin' now Power (Oh  power) is the force  the vow That makes it happen  it asks no questions why (Ooh) So get closer (Closer now) To my body nowJust love me 'Til you don't know how (Ooh) Keep on with the force  don't stop Don't stop 'til you get enough Keep on with the force  don't stop Don't stop 'til you get enough Keep on with the force  don't stopDon't stop 'til you get enoughKeep on with the force  don't stopDon't stop 'til you get enough,Don't Stop ˜Til You Get Enough  Spoken  You know  I was I was wondering you know if you could keep on because the forceIt's got a lot of power and it make me feel like ah It make me feel like ooh! Lovely is the feelin' nowFever  temperature's risin' now Power (Oh  power) is the force  the vow That makes it happen  it asks no questions why (Ooh) So get closer (Closer now) To my body nowJust love me 'Til you don't know how (Ooh) Keep on with the force  don't stop Don't stop 'til you get enough Keep on with the force  don't stop Don't stop 'til you get enough Keep on with the force  don't stopDon't stop 'til you get enoughKeep on with the force  don't stopDon't stop 'til you get enough
Michael Jackson,Smooth Criminal," Ow!Cha!Shoo-ca-choo-ca! As he came into the window Was a sound of a crescendo He came into her apartment He le the bloodstains on the carpet She ran underneath the table He could see she was unable So she ran into the bedroom She was struck down it was her doom  Annie are you okay? So Annie are you okay? Are you okay  Annie? Annie are you okay? So  Annie are you okay? Are you okay  Annie? Annie, are you okay? So  Annie are you okay? Are you okay  Annie? Annie, are you okay? So  Annie are you okay? Are you okay  Annie? Annie are you okay? Will you tell us that you're okay? There's a sound at the window then he struck you  a crescendo  AnnieHe came into your apartment Let the bloodstains on the carpet And then you ran into the bedroom you were struck down It was your doom","Smooth Criminal  Ow!Cha!Shoo-ca-choo-ca! As he came into the window Was a sound of a crescendo He came into her apartment He le the bloodstains on the carpet She ran underneath the table He could see she was unable So she ran into the bedroom She was struck down it was her doom  Annie are you okay? So Annie are you okay? Are you okay  Annie? Annie are you okay? So  Annie are you okay? Are you okay  Annie? Annie, are you okay? So  Annie are you okay? Are you okay  Annie? Annie, are you okay? So  Annie are you okay? Are you okay  Annie? Annie are you okay? Will you tell us that you're okay? There's a sound at the window then he struck you  a crescendo  AnnieHe came into your apartment Let the bloodstains on the carpet And then you ran into the bedroom you were struck down It was your doom"
Michael Jackson,Human Nature, Why? Looking out across the nighttime The city winks a sleepless eye Hear her voice  shake my window Sweet seducing sighs Get me out into the nighttime Four walls won't hold me tonight If this town is just an apple Then let me take a bite If they say why (Why?)  why (Why?)Tell 'em that it's human nature Why (Why?)  why (Why?)  does he do me that way? If they say why (Why?)  why (Why?)Tell 'em that it's human nature Why (Why?)  why (Why?)  does he do me that way?  Reaching out to touch a stranger Electric eyes are everywhere See that girl  she knows I'm watching She likes the way I stare,Human Nature  Why? Looking out across the nighttime The city winks a sleepless eye Hear her voice  shake my window Sweet seducing sighs Get me out into the nighttime Four walls won't hold me tonight If this town is just an apple Then let me take a bite If they say why (Why?)  why (Why?)Tell 'em that it's human nature Why (Why?)  why (Why?)  does he do me that way? If they say why (Why?)  why (Why?)Tell 'em that it's human nature Why (Why?)  why (Why?)  does he do me that way?  Reaching out to touch a stranger Electric eyes are everywhere See that girl  she knows I'm watching She likes the way I stare
Michael Jackson,Wanna Be Startin' Somethin', I said you wanna be startin' somethin' You got to be startin' somethin' I said you wanna be startin' somethin' You got to be startin' somethin' It's too high to get over (Yeah yeah) You're too low to get under (Yeah yeah)You're stuck in the middle (Yeah yeah)And the pain is thunder (Yeah  yeah) It's too high to get over (Yeah  yeah) You're too low to get under (Yeah  yeah) You're stuck in the middle (Yeah  yeah) And the pain is thunder (Yeah  yeah) I took my baby to the doctor with a fever But nothin' he found By the time this hit the street They said she had a breakdown Someone's always tryin' To start my baby cryin' Talkin'  squealin'  lyin'Sayin' you just want to be startin' somethin' I said you wanna be startin' somethin' You got to be startin' somethin'I said you wanna be startin' somethin' You got to be startin' somethin' It's too high to get over (Yeah yeah) You're too low to get under (Yeah  yeah) You're stuck in the middle (Yeah yeah) And the pain is thunder (Yeah  yeah)It's too high to get over (Yeah  yeah)You're too low to get under (Yeah  yeah)You're stuck in the middle (Yeah  yeah) And the pain is thunder (Yeah  yeah),Wanna Be Startin' Somethin'  I said you wanna be startin' somethin' You got to be startin' somethin' I said you wanna be startin' somethin' You got to be startin' somethin' It's too high to get over (Yeah yeah) You're too low to get under (Yeah yeah)You're stuck in the middle (Yeah yeah)And the pain is thunder (Yeah  yeah) It's too high to get over (Yeah  yeah) You're too low to get under (Yeah  yeah) You're stuck in the middle (Yeah  yeah) And the pain is thunder (Yeah  yeah) I took my baby to the doctor with a fever But nothin' he found By the time this hit the street They said she had a breakdown Someone's always tryin' To start my baby cryin' Talkin'  squealin'  lyin'Sayin' you just want to be startin' somethin' I said you wanna be startin' somethin' You got to be startin' somethin'I said you wanna be startin' somethin' You got to be startin' somethin' It's too high to get over (Yeah yeah) You're too low to get under (Yeah  yeah) You're stuck in the middle (Yeah yeah) And the pain is thunder (Yeah  yeah)It's too high to get over (Yeah  yeah)You're too low to get under (Yeah  yeah)You're stuck in the middle (Yeah  yeah) And the pain is thunder (Yeah  yeah)
Michael Jackson,You Are Not Alone, Another day has gone  I'm still all alone How could this be that you're not here with me? You never said goodbye someone tell me why Did you have to go and leave my world so cold?  Every day  I sit and ask myself How did love slip away? Somethin' whispers in my ear and says That you are not alone  I am here with youThough you're far away  I am here to stay but you are not alone  I am here with youThough we're far apart you're always in my heart but you are not alone Post- 'Lone  'lone Why? 'Lone  Just the other night  I thought I heard you cry Asking me to come and hold you in my arms I can hear your prayers  your burdens  I will bear But first  I need your hand then forever can begin,You Are Not Alone  Another day has gone  I'm still all alone How could this be that you're not here with me? You never said goodbye someone tell me why Did you have to go and leave my world so cold?  Every day  I sit and ask myself How did love slip away? Somethin' whispers in my ear and says That you are not alone  I am here with youThough you're far away  I am here to stay but you are not alone  I am here with youThough we're far apart you're always in my heart but you are not alone Post- 'Lone  'lone Why? 'Lone  Just the other night  I thought I heard you cry Asking me to come and hold you in my arms I can hear your prayers  your burdens  I will bear But first  I need your hand then forever can begin
Michael Jackson,Ben, Ben  the two of us need look no moreWe both found what we were looking forWith a friend to call my ownI'll never be aloneAnd you  my friend  will seeYou've got a friend in me(You've got a friend in me)  Ben  you're always running here and there(Here and there)You feel you're not wanted anywhere(Anywhere)If you ever look behindAnd don't like what you findThere's something you should knowYou've got a place to go(You've got a place to go) Bridge I used to say I and meNow  it's us  now  it's we(I used to say I and me)(Now  it's us  now  it's we),Ben  Ben  the two of us need look no moreWe both found what we were looking forWith a friend to call my ownI'll never be aloneAnd you  my friend  will seeYou've got a friend in me(You've got a friend in me)  Ben  you're always running here and there(Here and there)You feel you're not wanted anywhere(Anywhere)If you ever look behindAnd don't like what you findThere's something you should knowYou've got a place to go(You've got a place to go) Bridge I used to say I and meNow  it's us  now  it's we(I used to say I and me)(Now  it's us  now  it's we)
Michael Jackson,They Don't Care About Us, All I want to say is thatThey don't really care about us(Don't worry what people say  we know the truth)All I want to say is thatThey don't really care about us(Enough is enough of this garbage!)(Okay  alright  alright  alright)All I want to say is thatThey don't really care about us*overlapping voices* Skinhead  dead head  everybody gone madSituation  aggravation  everybody  allegationIn the suit  on the news  everybody  dog foodBang  bang  shot dead  everybody's gone mad All I wanna say is thatThey don't really care about usAll I wanna say is thatThey don't really care about us  Beat me  hate me  you can never break meWill me  thrill me  you can never kill me*** me  sue me  everybody do meKick me  **** me  don't you  Black or white me,They Don't Care About Us  All I want to say is thatThey don't really care about us(Don't worry what people say  we know the truth)All I want to say is thatThey don't really care about us(Enough is enough of this garbage!)(Okay  alright  alright  alright)All I want to say is thatThey don't really care about us*overlapping voices* Skinhead  dead head  everybody gone madSituation  aggravation  everybody  allegationIn the suit  on the news  everybody  dog foodBang  bang  shot dead  everybody's gone mad All I wanna say is thatThey don't really care about usAll I wanna say is thatThey don't really care about us  Beat me  hate me  you can never break meWill me  thrill me  you can never kill me*** me  sue me  everybody do meKick me  **** me  don't you  Black or white me
Michael Jackson,Bad, Ah your butt is mine gon' tell you right ah Just show your face in broad daylight ah I'm tellin' you on who I feel ah Gonna hurt your mind don't shoot to kill Shamone ah shamone Lay it on me ah alright  Ah I'm givin' you on count to three ah To show your stuff or let it be ah I'm tellin' you just watch your mouth ah I know your game hah what you're about ah  Well they say the sky's the limit And to me that's really true ahBut my friend you have seen nothin'Just wait 'til I get through Because I'm bad  I'm bad shamone ah (Bad bad  really really bad)You know I'm bad  I'm bad (Bad bad)You know it ah (Really really bad)You know I'm bad  I'm bad shamone (Bad bad)You know (Really really bad)And the whole world has to answer right now Just to tell you once again Who's bad?,Bad  Ah your butt is mine gon' tell you right ah Just show your face in broad daylight ah I'm tellin' you on who I feel ah Gonna hurt your mind don't shoot to kill Shamone ah shamone Lay it on me ah alright  Ah I'm givin' you on count to three ah To show your stuff or let it be ah I'm tellin' you just watch your mouth ah I know your game hah what you're about ah  Well they say the sky's the limit And to me that's really true ahBut my friend you have seen nothin'Just wait 'til I get through Because I'm bad  I'm bad shamone ah (Bad bad  really really bad)You know I'm bad  I'm bad (Bad bad)You know it ah (Really really bad)You know I'm bad  I'm bad shamone (Bad bad)You know (Really really bad)And the whole world has to answer right now Just to tell you once again Who's bad?
Michael Jackson,Leave Me Alone, Aaow! Hoo-hoo! I don't care what you talkin' 'bout baby I don't care what you say don't you come walkin' beggin' back mama I don't care anyway time and time I gave you all of my moneyNo excuses to makeAin't no mountain that I can't climb  babyAll is goin' my way  ('Cause there's a time when you're rightAnd you know you must fight)Who's laughin'  baby? Don't you know?(And there's the choice that we makeAnd this choice you will take)Who's laughin'  baby? So just leave me alone  girl (Leave me alone  leave me alone)Leave me aloneLeave me alone  girl (Leave me alone  leave me alone  leave me alone)Leave me alone (leave me alone)Stop it!Just stop doggin' me around (Just stop doggin' me)Hee-hee!Hoo-hoo!,Leave Me Alone  Aaow! Hoo-hoo! I don't care what you talkin' 'bout baby I don't care what you say don't you come walkin' beggin' back mama I don't care anyway time and time I gave you all of my moneyNo excuses to makeAin't no mountain that I can't climb  babyAll is goin' my way  ('Cause there's a time when you're rightAnd you know you must fight)Who's laughin'  baby? Don't you know?(And there's the choice that we makeAnd this choice you will take)Who's laughin'  baby? So just leave me alone  girl (Leave me alone  leave me alone)Leave me aloneLeave me alone  girl (Leave me alone  leave me alone  leave me alone)Leave me alone (leave me alone)Stop it!Just stop doggin' me around (Just stop doggin' me)Hee-hee!Hoo-hoo!
Michael Jackson,Stranger in Moscow, I was wanderin' in the rain(Mask of life  feelin' insane)Swi and sudden fall from grace(Sunny days seem far away)Kremlin's shadow belittlin' me(Stalin's tomb won't let me be)On and on and on  it came(Wish the rain would just let me) How does it feel (How does it feel?)How does it feelHow does it feelWhen you're alone and you're cold inside?  Here  abandoned in my fame(Armageddon of the brain)KGB was doggin' me (Hee)(Take my name and just let me be)Then a beggar boy called my name (Hee)(Happy days will drown the pain)On and on and on  it came and the rain and again and again(Take my name and just let me),Stranger in Moscow  I was wanderin' in the rain(Mask of life  feelin' insane)Swi and sudden fall from grace(Sunny days seem far away)Kremlin's shadow belittlin' me(Stalin's tomb won't let me be)On and on and on  it came(Wish the rain would just let me) How does it feel (How does it feel?)How does it feelHow does it feelWhen you're alone and you're cold inside?  Here  abandoned in my fame(Armageddon of the brain)KGB was doggin' me (Hee)(Take my name and just let me be)Then a beggar boy called my name (Hee)(Happy days will drown the pain)On and on and on  it came and the rain and again and again(Take my name and just let me)
Michael Jackson,The Way You Make Me Feel, Hee-hee  oohGo on  girl  aaow!Hee Hey  pretty baby with the high heels onYou give me fever like I've never ever knownYou're just a product of lovelinessI like the groove of your walk  your talk  your dressI feel your fever from miles aroundI'll pick you up in my car and we'll paint the townJust kiss me  baby  and tell me twiceThat you're the one for me The way you make me feel (The way you make me feel)You really turn me on (You really turn me on)You knock me off of my feet (You knock me off of my feet)My lonely days are gone (My lonely days are gone)Uh  uh  I like this feelin' you're givin' meJust hold me  baby  and I'm in ecstasyOh  I'll be workin' from nine to fiveTo buy you things to keep you by my sideI've never felt so in love beforeJust promise  baby  you'll love me forever moreI swear I'm keepin' you satisfied'Cause you're the one for me,The Way You Make Me Feel  Hee-hee  oohGo on  girl  aaow!Hee Hey  pretty baby with the high heels onYou give me fever like I've never ever knownYou're just a product of lovelinessI like the groove of your walk  your talk  your dressI feel your fever from miles aroundI'll pick you up in my car and we'll paint the townJust kiss me  baby  and tell me twiceThat you're the one for me The way you make me feel (The way you make me feel)You really turn me on (You really turn me on)You knock me off of my feet (You knock me off of my feet)My lonely days are gone (My lonely days are gone)Uh  uh  I like this feelin' you're givin' meJust hold me  baby  and I'm in ecstasyOh  I'll be workin' from nine to fiveTo buy you things to keep you by my sideI've never felt so in love beforeJust promise  baby  you'll love me forever moreI swear I'm keepin' you satisfied'Cause you're the one for me
Michael Jackson,Childhood, Have you seen my childhood?I'm searching for the world that I come from'Cause I've been looking aroundIn the lost and found of my heartNo one understands meThey view it as such strange eccentricities'Cause I keep kidding 'roundLike a child  but pardon me People say I'm not okay'Cause I love such elementary thingsIt's been my fate to compensateFor the childhoodI've never known  Have you seen my childhood?I'm searching for that wonder in my youthLike pirates in adventurous dreamsOf conquest and kings on the throneBefore you judge me  try hard to love meLook within your heart  then askHave you seen my childhood?,Childhood  Have you seen my childhood?I'm searching for the world that I come from'Cause I've been looking aroundIn the lost and found of my heartNo one understands meThey view it as such strange eccentricities'Cause I keep kidding 'roundLike a child  but pardon me People say I'm not okay'Cause I love such elementary thingsIt's been my fate to compensateFor the childhoodI've never known  Have you seen my childhood?I'm searching for that wonder in my youthLike pirates in adventurous dreamsOf conquest and kings on the throneBefore you judge me  try hard to love meLook within your heart  then askHave you seen my childhood?
Michael Jackson,Earth Song, What about sunrise? What about rain?What about all the things that you said we were to gain?What about killing fields? Is there a time?What about all the things that you said was yours and mine?  Did you ever stop to noticeAll the blood we've shed before?Did you ever stop to noticeThis crying Earth  this weeping shore? Ah  ah-ahOoh  ooh-oohAh  ah-ahOoh  ooh-ooh  What have we've done to the world? Look what we've doneWhat about all the peace that you pledge your only son?What about flowering fields? Is there a time?What about all the dreams that you said was yours and mine?  Did you ever stop to noticeAll the children dead from war?Did you ever stop to noticeThis crying Earth  this weeping shore?,Earth Song  What about sunrise? What about rain?What about all the things that you said we were to gain?What about killing fields? Is there a time?What about all the things that you said was yours and mine?  Did you ever stop to noticeAll the blood we've shed before?Did you ever stop to noticeThis crying Earth  this weeping shore? Ah  ah-ahOoh  ooh-oohAh  ah-ahOoh  ooh-ooh  What have we've done to the world? Look what we've doneWhat about all the peace that you pledge your only son?What about flowering fields? Is there a time?What about all the dreams that you said was yours and mine?  Did you ever stop to noticeAll the children dead from war?Did you ever stop to noticeThis crying Earth  this weeping shore?
Michael Jackson,Off the Wall, When the world is on your shoulderGotta straighten up your act and boogie downIf you can't hang with the feelin'Then there ain't no room for you in this part of town  'Cause we're the party people night and dayLivin' crazy  that's the only way So tonight  gotta leave that nine to five upon the shelfAnd just enjoy yourselfGroove  let the madness in the music get to youLife ain't so bad at allIf you live it off the wallLife ain't so bad at all (Live life off the wall)Live your life off the wall (Live it off the wall)  You can shout out all you want to'Cause there ain't no sin in folks all gettin' loudIf you take the chance and do itThen there ain't no one who's gonna put you down  'Cause we're the party people night and dayLivin' crazy  that's the only way,Off the Wall  When the world is on your shoulderGotta straighten up your act and boogie downIf you can't hang with the feelin'Then there ain't no room for you in this part of town  'Cause we're the party people night and dayLivin' crazy  that's the only way So tonight  gotta leave that nine to five upon the shelfAnd just enjoy yourselfGroove  let the madness in the music get to youLife ain't so bad at allIf you live it off the wallLife ain't so bad at all (Live life off the wall)Live your life off the wall (Live it off the wall)  You can shout out all you want to'Cause there ain't no sin in folks all gettin' loudIf you take the chance and do itThen there ain't no one who's gonna put you down  'Cause we're the party people night and dayLivin' crazy  that's the only way
Michael Jackson,Heal the World, Child Think about  um  the generations and  uh  say we wanna make it a better place for our children and our children's children  so that they  they  they sthey know it's a better world for them  and think if they can make it a better place... Michael Jackson There's a place in your heartAnd I know that it is loveAnd this place could much brighter than tomorrowAnd if you really tryYou'll find there's no need to cryIn this place  you'll feel there's no hurt or sorrow  Michael Jackson There are ways to get thereIf you care enough for the livingMake a little spaceMake a better place Michael Jackson Heal the worldMake it a better placeFor you and for me and the entire human raceThere are people dyingIf you care enough for the livingMake a better place for you and for me Michael Jackson If you want to know whyThere's a love that cannot lieLove is strong  it only cares for joyful givingIf we try  we shall seeIn this bliss  we cannot feelFear or dread  we stop existing and start living,Heal the World  Child Think about  um  the generations and  uh  say we wanna make it a better place for our children and our children's children  so that they  they  they sthey know it's a better world for them  and think if they can make it a better place... Michael Jackson There's a place in your heartAnd I know that it is loveAnd this place could much brighter than tomorrowAnd if you really tryYou'll find there's no need to cryIn this place  you'll feel there's no hurt or sorrow  Michael Jackson There are ways to get thereIf you care enough for the livingMake a little spaceMake a better place Michael Jackson Heal the worldMake it a better placeFor you and for me and the entire human raceThere are people dyingIf you care enough for the livingMake a better place for you and for me Michael Jackson If you want to know whyThere's a love that cannot lieLove is strong  it only cares for joyful givingIf we try  we shall seeIn this bliss  we cannot feelFear or dread  we stop existing and start living
Michael Jackson,Ghosts, There's a ghost down in the hallThere's a ghoul upon the bedThere's something in the wallsThere's blood up on the stairsAnd it's floating through the roomAnd there's nothing I can seeAnd I know it's fled its tombBecause now it's haunting me  I don't understand it! Refrain Hey!I don't understand it!Aaow!  There's a thumping in the floorThere's a creak behind the doorThere's a rocking in the chairBut there's no one sitting thereThere's a ghostly smell aroundBut nobody to be foundAnd a coffin in-lay openWhere a restless soul is spoiling  I don't understand it! Refrain Got a ghost  got a break in the walls (Hey!)Got a ghoul  got a break in the halls  gotta see it  won't ya?(Don't understand it!)Got a ghost  got a break in the wallsGot a ghoul  got a break in the halls  gotta see it  won't ya?Got a ghost  got a break in the wallsGot a ghoul  got a break in the halls  gotta see it  won't ya? (I'm sayin'!)Got a ghost  got a break in the wallsGot a ghoul  got a break in the halls  gotta see it (I said),Ghosts  There's a ghost down in the hallThere's a ghoul upon the bedThere's something in the wallsThere's blood up on the stairsAnd it's floating through the roomAnd there's nothing I can seeAnd I know it's fled its tombBecause now it's haunting me  I don't understand it! Refrain Hey!I don't understand it!Aaow!  There's a thumping in the floorThere's a creak behind the doorThere's a rocking in the chairBut there's no one sitting thereThere's a ghostly smell aroundBut nobody to be foundAnd a coffin in-lay openWhere a restless soul is spoiling  I don't understand it! Refrain Got a ghost  got a break in the walls (Hey!)Got a ghoul  got a break in the halls  gotta see it  won't ya?(Don't understand it!)Got a ghost  got a break in the wallsGot a ghoul  got a break in the halls  gotta see it  won't ya?Got a ghost  got a break in the wallsGot a ghoul  got a break in the halls  gotta see it  won't ya? (I'm sayin'!)Got a ghost  got a break in the wallsGot a ghoul  got a break in the halls  gotta see it (I said)
Michael Jackson,Dirty Diana, (Oh  no)(Oh  no  no) You'll never make me staySo take your weight off of meI know your every moveSo won't you just let me be?I've been here times beforeBut I was too blind to seeThat you seduce every manThis time  you won't seduce me  She's saying That's okayHey  baby  do what you pleaseI have the stuff that you wantI am the thing that you needShe looked me deep in the eyesShe's touching me so to startShe says There's no turning backShe trapped me in her heart Dirty Diana  noDirty Diana  noDirty Diana  noDirty Diana  let me be!(Oh  no  oh  no  oh  no),Dirty Diana  (Oh  no)(Oh  no  no) You'll never make me staySo take your weight off of meI know your every moveSo won't you just let me be?I've been here times beforeBut I was too blind to seeThat you seduce every manThis time  you won't seduce me  She's saying That's okayHey  baby  do what you pleaseI have the stuff that you wantI am the thing that you needShe looked me deep in the eyesShe's touching me so to startShe says There's no turning backShe trapped me in her heart Dirty Diana  noDirty Diana  noDirty Diana  noDirty Diana  let me be!(Oh  no  oh  no  oh  no)
Michael Jackson,Dangerous, Spoken  The way she came into the place  I knew right then and thereThere was something different about this girlThe way she moved her hair  her face  her linesDivinity in motionAs she stalked the room  I could feel the aura of her presenceEvery head turned feeling passion and lustThe girl was persuasive  the girl I could not trustThe girl was bad  the girl was dangerous I never knew but I was walkin' the line (Hee!)Come go with me  I said  I have no time (Hee-hee!)She said Don't you pretend we didn't talk on the phone (Hee!)My baby cried  she le me standin' alone (Hee! Hee!) She's so dangerousThe girl is so dangerous (Hee-hee!)Take away my money  throw away my timeYou can call me honey  but you're no damn good for me Spoken Interlude She came at me in sections with the eyes of desireI fell trapped into her web of sinA touch  a kissA whisper of love  I was at the point of no returnDeep in the darkness of passion's insanityI felt taken by lust's strange inhumanityThis girl was persuasive  this girl  I could not trustThe girl was bad  the girl was dangerous,Dangerous  Spoken  The way she came into the place  I knew right then and thereThere was something different about this girlThe way she moved her hair  her face  her linesDivinity in motionAs she stalked the room  I could feel the aura of her presenceEvery head turned feeling passion and lustThe girl was persuasive  the girl I could not trustThe girl was bad  the girl was dangerous I never knew but I was walkin' the line (Hee!)Come go with me  I said  I have no time (Hee-hee!)She said Don't you pretend we didn't talk on the phone (Hee!)My baby cried  she le me standin' alone (Hee! Hee!) She's so dangerousThe girl is so dangerous (Hee-hee!)Take away my money  throw away my timeYou can call me honey  but you're no damn good for me Spoken Interlude She came at me in sections with the eyes of desireI fell trapped into her web of sinA touch  a kissA whisper of love  I was at the point of no returnDeep in the darkness of passion's insanityI felt taken by lust's strange inhumanityThis girl was persuasive  this girl  I could not trustThe girl was bad  the girl was dangerous
Michael Jackson,Scream, Michael Jackson & Janet Jackson (*screams*)Hoo!(*screams*) No!Hoo! Hee!(*screams*)Hoo (*screams*) Michael Jackson Ah  tired of injusticeTired of the schemesThe lies are disgustin'So what does it mean? Damn itKickin' me downI got to get up  ahAs jacked as it soundsThe whole system sucks  damn itHee  hoo-hoo (*screams*) Janet Jackson  Michael Jackson Peek in the shadow (Hoo-hoo!)I come into the light (Hee-hee!)If you tell me I'm wrong (Hee-hee!)Then you better prove you're rightAnd you're sellin' out soulsBut I  I care about mineI've got to get strongerAnd I won't give up the fight,Scream  Michael Jackson & Janet Jackson (*screams*)Hoo!(*screams*) No!Hoo! Hee!(*screams*)Hoo (*screams*) Michael Jackson Ah  tired of injusticeTired of the schemesThe lies are disgustin'So what does it mean? Damn itKickin' me downI got to get up  ahAs jacked as it soundsThe whole system sucks  damn itHee  hoo-hoo (*screams*) Janet Jackson  Michael Jackson Peek in the shadow (Hoo-hoo!)I come into the light (Hee-hee!)If you tell me I'm wrong (Hee-hee!)Then you better prove you're rightAnd you're sellin' out soulsBut I  I care about mineI've got to get strongerAnd I won't give up the fight
Michael Jackson,History, Monday  March 26  1827November 28  1929*record scratching*Whatever I sing  that's what I really mean  like  I'm singing a song  I don't sing it if I don't mean itRemember  that this will be for us  the children of today  to make the world of tomorrow a better and happier placeHe made it  Charles A. Lindbergh  first person to fly in New York to Paris non-stopAnd that was a page of history that'll probably stand for a long time Michael Jackson He got kicked in the backHe say that he needed thatHe hot willed in the faceKeep daring to motivateHe say  one day  you will seeHis place in world historyHe dares to be recognizedThe fire's deep in his eyes  Michael Jackson How many victims must there beSlaughtered in vain across the landAnd how many struggles must there beBefore we choose to live the prophet's planEverybody sing,History  Monday  March 26  1827November 28  1929*record scratching*Whatever I sing  that's what I really mean  like  I'm singing a song  I don't sing it if I don't mean itRemember  that this will be for us  the children of today  to make the world of tomorrow a better and happier placeHe made it  Charles A. Lindbergh  first person to fly in New York to Paris non-stopAnd that was a page of history that'll probably stand for a long time Michael Jackson He got kicked in the backHe say that he needed thatHe hot willed in the faceKeep daring to motivateHe say  one day  you will seeHis place in world historyHe dares to be recognizedThe fire's deep in his eyes  Michael Jackson How many victims must there beSlaughtered in vain across the landAnd how many struggles must there beBefore we choose to live the prophet's planEverybody sing
Michael Jackson,The Girl Is Mine, Michael Jackson Every night  she walks right in my dreamsSince I met her from the startI'm so proud I am the only oneWho is special in her heart Michael Jackson The girl is mineThe doggone girl is mineI know she's mineBecause the doggone girl is mine  mhm Paul McCartney I don't understand the way you thinkSaying that she's yours  not mineSending roses and your silly dreamsReally just a waste of time Paul McCartney Because she's mineThe doggone girl is mineDon't waste your timeBecause the doggone girl is mine Bridge Paul  Michael & Both I love you more than he(Take you anywhere)Well  I love you endlessly(Loving  we will share)So come and go with me to one townBut we both cannot have herSo it's one or the otherAnd one day  you'll discoverThat she's my girl forever and ever,The Girl Is Mine  Michael Jackson Every night  she walks right in my dreamsSince I met her from the startI'm so proud I am the only oneWho is special in her heart Michael Jackson The girl is mineThe doggone girl is mineI know she's mineBecause the doggone girl is mine  mhm Paul McCartney I don't understand the way you thinkSaying that she's yours  not mineSending roses and your silly dreamsReally just a waste of time Paul McCartney Because she's mineThe doggone girl is mineDon't waste your timeBecause the doggone girl is mine Bridge Paul  Michael & Both I love you more than he(Take you anywhere)Well  I love you endlessly(Loving  we will share)So come and go with me to one townBut we both cannot have herSo it's one or the otherAnd one day  you'll discoverThat she's my girl forever and ever
Michael Jackson,P.Y.T. (Pretty Young Thing), You know you  you make me feel so good insideI've always wanted a girl just like youSuch a P.Y.T.  pretty young thing  ooh Where did you come from  lady?And ooh  won't you take me thereRight away  won't you  baby?Tenderoni  you've got to beSpark my nature  sugar  fly with me  Don't you know now is the perfect time?We can make it right  hit the city lightsThen tonight  ease the lovin' painLet me take you to the max I want to love you (P.Y.T.)Pretty young thingYou need some lovin' (T.L.C.)Tender lovin' careAnd I'll take you there  girl  ooh-ohI want to love you (P.Y.T.)Pretty young thingYou need some lovin' (T.L.C.)Tender lovin' careAnd I'll take you there(Anywhere you wanna go)Yes  I will  ooh,P.Y.T. (Pretty Young Thing)  You know you  you make me feel so good insideI've always wanted a girl just like youSuch a P.Y.T.  pretty young thing  ooh Where did you come from  lady?And ooh  won't you take me thereRight away  won't you  baby?Tenderoni  you've got to beSpark my nature  sugar  fly with me  Don't you know now is the perfect time?We can make it right  hit the city lightsThen tonight  ease the lovin' painLet me take you to the max I want to love you (P.Y.T.)Pretty young thingYou need some lovin' (T.L.C.)Tender lovin' careAnd I'll take you there  girl  ooh-ohI want to love you (P.Y.T.)Pretty young thingYou need some lovin' (T.L.C.)Tender lovin' careAnd I'll take you there(Anywhere you wanna go)Yes  I will  ooh
